emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.318,FLUCTUATING,6,1.81,CENTER,1.0,0,0.459,"{'yaw': 2.32, 'pitch': 2.71, 'roll': -0.09}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.196,18.4,28.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.678, 'audio': 0.322}",False,neutral,2026-07-08 21:37:34
sad,1.0,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.322,FLUCTUATING,7,1.86,CENTER,1.0,0,0.46,"{'yaw': 1.34, 'pitch': 3.61, 'roll': -0.06}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,45.8,33.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.681, 'audio': 0.319}",False,sad,2026-07-08 21:37:35
sad,1.0,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.72,0.312,FLUCTUATING,7,1.84,CENTER,1.0,0,0.445,"{'yaw': 0.24, 'pitch': 3.07, 'roll': -0.15}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,45.8,36.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.673, 'audio': 0.327}",False,sad,2026-07-08 21:37:35
sad,0.98,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.309,FLUCTUATING,7,1.88,CENTER,1.0,0,0.451,"{'yaw': 0.87, 'pitch': 3.62, 'roll': -0.1}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,45.8,37.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.672, 'audio': 0.328}",False,sad,2026-07-08 21:37:35
sad,0.98,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.294,FLUCTUATING,7,1.84,CENTER,1.0,0,0.429,"{'yaw': -0.1, 'pitch': 2.31, 'roll': -0.12}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,False,MEDIUM,0.5,45.8,38.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.66, 'audio': 0.34}",False,sad,2026-07-08 21:37:36
fear,0.36,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.292,FLUCTUATING,7,1.85,CENTER,1.0,0,0.463,"{'yaw': -0.43, 'pitch': 3.56, 'roll': -0.11}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,45.8,39.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Negative emotional state,"{'visual': 0.435, 'audio': 0.565}",False,fear,2026-07-08 21:37:37
fear,0.36,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.78,0.283,FLUCTUATING,7,1.85,CENTER,1.0,0,0.414,"{'yaw': -0.37, 'pitch': 1.99, 'roll': -0.06}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,45.8,39.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Negative emotional state,"{'visual': 0.408, 'audio': 0.592}",False,fear,2026-07-08 21:37:37
fear,0.86,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.79,0.393,FLUCTUATING,7,1.98,CENTER,1.0,0,0.429,"{'yaw': -1.71, 'pitch': 0.44, 'roll': -0.07}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,45.8,39.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.63, 'audio': 0.37}",False,fear,2026-07-08 21:37:38
fear,0.86,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.78,0.401,FLUCTUATING,7,2.04,CENTER,1.0,0,0.448,"{'yaw': -2.08, 'pitch': 1.98, 'roll': -0.12}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,45.9,39.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.64, 'audio': 0.36}",False,fear,2026-07-08 21:37:38
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.93,0.315,FLUCTUATING,7,2.01,CENTER,1.0,0,0.45,"{'yaw': -0.16, 'pitch': 2.1, 'roll': -0.19}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.187,18.8,32.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.675, 'audio': 0.325}",False,neutral,2026-07-08 21:37:38
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.316,FLUCTUATING,8,2.0,CENTER,1.0,0,0.451,"{'yaw': -0.33, 'pitch': 2.45, 'roll': -0.07}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,False,LOW,0.186,19.2,28.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.676, 'audio': 0.324}",False,neutral,2026-07-08 21:37:39
fear,0.47,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.315,FLUCTUATING,8,1.98,CENTER,1.0,0,0.455,"{'yaw': -0.89, 'pitch': 3.07, 'roll': -0.11}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,46.2,32.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.497, 'audio': 0.503}",False,fear,2026-07-08 21:37:39
fear,0.47,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.8,0.318,FLUCTUATING,8,1.92,CENTER,1.0,0,0.467,"{'yaw': -1.29, 'pitch': 3.72, 'roll': -0.18}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,46.1,35.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.503, 'audio': 0.497}",False,fear,2026-07-08 21:37:39
fear,0.99,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.437,FLUCTUATING,8,1.94,CENTER,1.0,0,0.462,"{'yaw': -1.78, 'pitch': 3.81, 'roll': -0.12}",fear,0.30666666666666664,MEDIUM,0.38,0.0581,0.706,0.0,0.0553,2.3504,0.9447,0.0274,True,MEDIUM,0.5,46.1,36.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.679, 'audio': 0.321}",False,fear,2026-07-08 21:37:40
fear,0.99,happy,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.81,0.438,STABLE,8,2.01,CENTER,1.0,0,0.465,"{'yaw': -2.16, 'pitch': 4.33, 'roll': -0.11}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,46.2,37.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.68, 'audio': 0.32}",False,fear,2026-07-08 21:37:43
sad,0.54,happy,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.171,FLUCTUATING,9,1.99,CENTER,1.0,0,0.452,"{'yaw': -0.55, 'pitch': 2.52, 'roll': -0.07}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,46.5,38.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.53, 'audio': 0.47}",False,sad,2026-07-08 21:37:43
sad,0.54,happy,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.79,0.168,FLUCTUATING,9,1.93,CENTER,1.0,0,0.445,"{'yaw': -0.68, 'pitch': 3.74, 'roll': -0.15}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,46.5,38.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.526, 'audio': 0.474}",False,sad,2026-07-08 21:37:44
fear,0.93,sad,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.81,0.411,FLUCTUATING,9,2.09,CENTER,1.0,0,0.436,"{'yaw': -3.93, 'pitch': 3.93, 'roll': -0.19}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,46.5,38.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.652, 'audio': 0.348}",False,fear,2026-07-08 21:37:44
fear,0.93,sad,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.414,FLUCTUATING,9,2.08,CENTER,1.0,0,0.442,"{'yaw': -0.02, 'pitch': 2.65, 'roll': -0.12}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,46.5,38.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Negative emotional state,"{'visual': 0.655, 'audio': 0.345}",False,fear,2026-07-08 21:37:45
sad,0.47,sad,sad,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.151,FLUCTUATING,9,2.12,CENTER,1.0,0,0.456,"{'yaw': -1.23, 'pitch': 4.69, 'roll': -0.13}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,46.6,38.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.498, 'audio': 0.502}",False,fear,2026-07-08 21:37:46
sad,0.47,sad,sad,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.78,0.151,STABLE,9,2.12,CENTER,1.0,0,0.456,"{'yaw': -2.81, 'pitch': 4.3, 'roll': -0.2}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,46.6,38.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Negative emotional state,"{'visual': 0.498, 'audio': 0.502}",False,fear,2026-07-08 21:37:46
neutral,0.99,angry,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.31,FLUCTUATING,9,2.16,CENTER,1.0,0,0.447,"{'yaw': -3.01, 'pitch': 3.22, 'roll': -0.15}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.204,19.6,32.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.672, 'audio': 0.328}",False,neutral,2026-07-08 21:37:47
neutral,0.99,fearful,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.31,FLUCTUATING,9,2.19,CENTER,1.0,0,0.447,"{'yaw': -2.4, 'pitch': 3.5, 'roll': -0.18}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.204,19.6,27.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.672, 'audio': 0.328}",False,neutral,2026-07-08 21:37:47
sad,0.9,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.81,0.29,FLUCTUATING,9,2.22,CENTER,1.0,0,0.461,"{'yaw': -1.17, 'pitch': 4.61, 'roll': -0.11}",fear,0.31,MEDIUM,0.44,0.0557,0.698,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,46.6,32.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.657, 'audio': 0.343}",False,sad,2026-07-08 21:37:48
sad,0.9,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.88,0.286,FLUCTUATING,9,2.22,CENTER,1.0,0,0.454,"{'yaw': -1.75, 'pitch': 3.57, 'roll': -0.14}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,46.6,34.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.671, 'audio': 0.329}",False,sad,2026-07-08 21:37:49
sad,0.97,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.8,0.304,FLUCTUATING,9,2.47,CENTER,1.0,0,0.447,"{'yaw': -5.26, 'pitch': 4.49, 'roll': -0.14}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,46.7,36.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.684, 'audio': 0.316}",False,sad,2026-07-08 21:37:49
sad,0.97,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.299,FLUCTUATING,10,2.55,CENTER,1.0,0,0.44,"{'yaw': -2.91, 'pitch': 1.44, 'roll': -0.1}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,47.1,37.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.68, 'audio': 0.32}",False,sad,2026-07-08 21:37:50
sad,0.56,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.88,0.169,FLUCTUATING,10,2.58,CENTER,1.0,0,0.43,"{'yaw': -2.89, 'pitch': 2.63, 'roll': -0.13}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,47.1,37.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.545, 'audio': 0.455}",False,sad,2026-07-08 21:37:51
sad,0.56,fearful,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.81,0.18,FLUCTUATING,10,2.56,CENTER,1.0,0,0.459,"{'yaw': -0.77, 'pitch': 3.33, 'roll': -0.13}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,47.1,37.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.562, 'audio': 0.438}",False,sad,2026-07-08 21:37:51
fear,0.64,fearful,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.345,FLUCTUATING,11,2.56,CENTER,1.0,0,0.453,"{'yaw': -0.17, 'pitch': 3.29, 'roll': -0.13}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,True,MEDIUM,0.5,47.4,38.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.591, 'audio': 0.409}",False,fear,2026-07-08 21:37:52
fear,0.64,disgust,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.204,FLUCTUATING,11,0,CENTER,1.0,0,0.01,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,True,MEDIUM,0.5,46.2,37.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Negative emotional state,"{'visual': 0.031, 'audio': 0.969}",False,fear,2026-07-08 21:37:52
angry,0.82,disgust,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.14,FLUCTUATING,11,0,CENTER,1.0,0,0.004,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,46.2,37.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Negative emotional state,"{'visual': 0.016, 'audio': 0.984}",False,fear,2026-07-08 21:37:53
angry,0.82,disgust,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.141,FLUCTUATING,11,0,CENTER,1.0,0,0.245,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,False,MEDIUM,0.5,46.2,37.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Negative emotional state,"{'visual': 0.5, 'audio': 0.5}",False,angry,2026-07-08 21:37:53
fear,0.99,disgust,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.331,FLUCTUATING,11,0,CENTER,1.0,0,0.265,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.29333333333333333,MEDIUM,0.48,0.0513,0.684,0.0,0.0402,2.0146,0.9598,0.0239,True,MEDIUM,0.5,46.2,37.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Negative emotional state,"{'visual': 0.567, 'audio': 0.433}",False,fear,2026-07-08 21:37:54
fear,0.99,disgust,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.88,0.327,FLUCTUATING,11,0,CENTER,1.0,0,0.269,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,46.2,37.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Negative emotional state,"{'visual': 0.587, 'audio': 0.413}",False,fear,2026-07-08 21:37:54
happy,1.0,surprised,happy,LOW,LOW,LOW,LOW,FOCUSED,0.96,0.292,FLUCTUATING,11,2.88,CENTER,1.0,0,0.417,"{'yaw': 4.53, 'pitch': 0.48, 'roll': -0.15}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.201,17.6,31.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.69, 'audio': 0.31}",False,happy,2026-07-08 21:37:55
happy,1.0,surprised,happy,LOW,LOW,LOW,LOW,FOCUSED,0.69,0.282,FLUCTUATING,12,3.1,CENTER,1.0,0,0.403,"{'yaw': 3.36, 'pitch': 0.38, 'roll': -0.05}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.205,18.1,27.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.682, 'audio': 0.318}",False,happy,2026-07-08 21:37:55
happy,0.79,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.198,FLUCTUATING,12,3.16,CENTER,1.0,0,0.358,"{'yaw': 0.52, 'pitch': 1.04, 'roll': -0.04}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.219,18.1,25.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.601, 'audio': 0.399}",False,happy,2026-07-08 21:37:56
happy,0.79,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.211,FLUCTUATING,12,3.83,CENTER,1.0,0,0.381,"{'yaw': 7.03, 'pitch': -1.21, 'roll': -0.11}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.211,18.4,23.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 0.616, 'audio': 0.384}",False,happy,2026-07-08 21:37:56
sad,0.97,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.65,0.28,FLUCTUATING,12,4.13,CENTER,1.0,0,0.413,"{'yaw': 5.02, 'pitch': 0.17, 'roll': -0.12}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,48.6,30.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 0.681, 'audio': 0.319}",False,sad,2026-07-08 21:37:57
sad,0.97,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.72,0.31,FLUCTUATING,12,4.41,CENTER,1.0,0,0.456,"{'yaw': 5.0, 'pitch': -0.43, 'roll': -0.19}",fear,0.26,MEDIUM,0.3867,0.0637,0.722,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,48.7,33.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 0.702, 'audio': 0.298}",False,sad,2026-07-08 21:37:57
